"gene_id"	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000175899"	"A2M"	2878.78356401049	-6.46302961732032	0.206463297247064	-31.3035280531549	4.17794974577273e-215	7.78310258140001e-211
"ENSG00000187653"	"TMSB4XP8"	1779.32190231197	-5.53375369304008	0.183324228180712	-30.1856102052435	3.65916761307474e-200	3.40833167319847e-196
"ENSG00000225630"	"MTND2P28"	1198.21118177779	-5.97196490396081	0.225255537439224	-26.51195602937	7.05670566207767e-155	4.38197899262817e-151
"ENSG00000240694"	"PNMA2"	483.071931670992	-5.98257575228773	0.272965903902113	-21.9169341912868	1.7912176891774e-106	8.34214858292143e-103
"ENSG00000197632"	"SERPINB2"	3758.52788334325	4.05333799701445	0.194181958214358	20.8739165795205	9.24408221289204e-97	3.44416015087932e-93
"ENSG00000181072"	"CHRM2"	1513.09321107186	-3.59105094255144	0.18315789300747	-19.6063128025008	1.3658192066577e-85	4.24064100013771e-82
"ENSG00000154330"	"PGM5"	361.714644532275	-5.08665419579208	0.259821877686431	-19.5774668441546	2.40696352819158e-85	6.40561765238298e-82
"ENSG00000002933"	"TMEM176A"	365.549429415788	-6.32029212842041	0.323254422559002	-19.5520670015483	3.96140814687738e-85	9.22463404602234e-82
"ENSG00000103888"	"CEMIP"	46934.6396767782	-3.17170338152556	0.174925777232995	-18.1317095267267	1.79103558203681e-73	3.70724465086263e-70
"ENSG00000164764"	"SBSPON"	312.495797798782	-5.33042908006211	0.296581519389168	-17.9728969324877	3.17683760567215e-72	5.91813077560665e-69
"ENSG00000106538"	"RARRES2"	1246.65907061731	-4.94939982012075	0.281663943404554	-17.5720035738189	4.03661127313095e-69	6.83618467337786e-66
"ENSG00000204253"	"HNRNPCP2"	289.289139863793	-4.80389236639759	0.275623359603783	-17.4291916813703	4.95413174642301e-68	7.69087669200952e-65
"ENSG00000092068"	"SLC7A8"	3592.39217903212	3.82202386344533	0.230544655176026	16.578236700075	1.00123725966237e-61	1.43477299309618e-58
"ENSG00000105825"	"TFPI2"	2343.22253860176	2.83920374659776	0.174616384830721	16.2596640020361	1.90781307777123e-59	2.53861784470002e-56
"ENSG00000198759"	"EGFL6"	482.076797619577	-4.36634743696226	0.2699378806204	-16.1753786720376	7.52337722618966e-59	9.34353295644581e-56
"ENSG00000163041"	"H3-3A"	2465.32606637875	3.09133313488156	0.191919487242257	16.1074478642152	2.26167585979183e-58	2.63329747450387e-55
"ENSG00000164308"	"ERAP2"	726.415313370527	-3.44797217830029	0.214392137148874	-16.082549594186	3.38170131976344e-58	3.70574787563959e-55
"ENSG00000226084"	"RPL17P6"	350.570948657945	-3.69252341864139	0.230005698550257	-16.0540518861735	5.35509653849575e-58	5.54222741197985e-55
"ENSG00000171385"	"KCND3"	316.596108811478	-5.0956515637195	0.319681555135463	-15.9397734459852	3.35568158207224e-57	3.29015748381178e-54
"ENSG00000205002"	"AARD"	219.161060294621	-3.96685216385683	0.253009569113989	-15.6786645570296	2.11657523979722e-55	1.89917978254654e-52
"ENSG00000254612"	"DNAJB6P1"	257.554404053021	-3.61139593867435	0.230348899907229	-15.6779387274209	2.14089728023391e-55	1.89917978254654e-52
"ENSG00000198948"	"MFAP3L"	452.273748273665	4.09110361647365	0.261659679204621	15.6352084085312	4.19101443236485e-55	3.54883672093294e-52
"ENSG00000073756"	"PTGS2"	860.820063820353	3.80627471031889	0.246150910673895	15.4631754150262	6.14910144540179e-54	4.9805048185387e-51
"ENSG00000158050"	"DUSP2"	483.818984583164	5.04760875795436	0.327353205350707	15.4194572573274	1.2111795944691e-53	9.40127694390199e-51
"ENSG00000120337"	"TNFSF18"	295.426475876916	-5.07161633868441	0.330504903882958	-15.3450562430397	3.82227972504692e-53	2.84820995991597e-50
"ENSG00000141469"	"SLC14A1"	151.668378618711	-5.03518856207492	0.333379432854263	-15.1034768970768	1.53615033827111e-51	1.10065171737125e-48
"ENSG00000213399"	"RPS2P17"	158.295441172219	-5.73361546553516	0.391437793618779	-14.647577620262	1.39604785586011e-48	9.63221315067335e-46
"ENSG00000235847"	"LDHAP7"	359.076200311734	-9.25742466784219	0.632922266013203	-14.6264796878691	1.90386224152673e-48	1.26668034633577e-45
