"gene_id"	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSG00000168685"	"IL7R"	3454.88154934718	-1.53737853543531	0.203960100916519	4.25648963632377e-15	9.1387271305236e-13
"ENSG00000152402"	"GUCY1A2"	115.998883249451	-1.81635502658028	0.243018367501351	4.43550923127287e-15	9.42590971943763e-13
"ENSG00000158747"	"NBL1"	11402.1499494826	1.37151756046844	0.183014647496813	5.95735597891918e-15	1.25321106683809e-12
"ENSG00000166033"	"HTRA1"	11276.337216185	1.53234557367867	0.204985868218988	6.83284456190222e-15	1.42300820846176e-12
"ENSG00000231305"	"ENSG00000231305"	66.137332827521	-2.76412854707239	0.385230619064492	6.96694188086549e-15	1.43656961990995e-12
"ENSG00000155657"	"TTN"	157.105820242066	-1.98346418805738	0.269827138492119	7.51135581517779e-15	1.53364211967542e-12
"ENSG00000112159"	"MDN1"	2432.79761973386	-1.3432032524622	0.180227362158714	7.9484550175998e-15	1.60713130287896e-12
"ENSG00000111799"	"COL12A1"	40402.2937203024	-1.8862763351992	0.255880369329397	8.14618805187894e-15	1.61573821303267e-12
"ENSG00000286619"	"PM20D1-AS1"	156.336670188472	-1.44149167151697	0.19332103765567	8.09572829281337e-15	1.61573821303267e-12
"ENSG00000176170"	"SPHK1"	8150.75595374968	1.52932469623362	0.205283919847399	8.29355385419955e-15	1.62944860912792e-12
"ENSG00000163235"	"TGFA"	612.635724285512	3.29592948288437	0.45992159642652	8.4745132528399e-15	1.64944124302471e-12
"ENSG00000105825"	"TFPI2"	3552.9449850415	2.90870130331521	0.410853672036139	1.335767352493e-14	2.57580471139066e-12
"ENSG00000232931"	"LINC00342"	536.09529496526	-2.47060727720792	0.346645885325608	1.35487890604101e-14	2.58868881625781e-12
"ENSG00000026652"	"AGPAT4"	360.823744487882	-1.29171460484823	0.175439184307185	1.47415904096511e-14	2.79098510792176e-12
"ENSG00000246090"	"ENSG00000246090"	139.963699516283	-1.94282383408026	0.267177602935492	1.49256072115462e-14	2.80036662871766e-12
"ENSG00000128594"	"LRRC4"	176.745812475496	2.54447842987315	0.359257549751293	1.68240251013597e-14	3.12836738179389e-12
"ENSG00000137672"	"TRPC6"	318.532062521244	-3.05903969173188	0.434355396947918	1.78092831665391e-14	3.28226664802074e-12
"ENSG00000171385"	"KCND3"	183.665351868115	-4.17705937373513	0.58415148010457	2.24944045226819e-14	4.10937253148573e-12
"ENSG00000146197"	"SCUBE3"	5100.09325500404	2.51581971849993	0.358256000520709	2.70077291659091e-14	4.89098232703672e-12
"ENSG00000218336"	"TENM3"	1286.1044269717	1.79283402196692	0.248243990170723	3.02866482429756e-14	5.43749772679492e-12
"ENSG00000117226"	"GBP3"	1936.65253217043	-1.96968715506501	0.275006990184023	3.10969433005798e-14	5.53525590750321e-12
"ENSG00000055813"	"CCDC85A"	263.254331532789	3.77668076785065	0.537043919324046	3.6336051660601e-14	6.41300518545488e-12
"ENSG00000135903"	"PAX3"	311.408666314582	1.48404327656721	0.204826296167006	3.82869087648603e-14	6.70053077257967e-12
"ENSG00000184226"	"PCDH9"	1094.80109042538	2.20192860457743	0.31317276065383	4.58843324880625e-14	7.96322590330325e-12
"ENSG00000110693"	"SOX6"	113.57823596899	-2.91712037328961	0.422889122355712	4.87798387110978e-14	8.39577620658945e-12
"ENSG00000101096"	"NFATC2"	599.869270022342	3.42788665720683	0.496004937359133	5.88842656688024e-14	1.00518337444138e-11
"ENSG00000227619"	"ENSG00000227619"	128.169537070552	2.02971787404104	0.288260107993637	6.42260822705814e-14	1.08745722712775e-11
"ENSG00000158186"	"MRAS"	4450.04670133592	1.07464888939516	0.151655522403395	7.93026429754776e-14	1.33190067952201e-11
"ENSG00000238072"	"CDC26P1"	15.2485654974271	-4.10644499688368	0.590412970216197	8.39361148686507e-14	1.39844282260362e-11
"ENSG00000197415"	"VEPH1"	2098.9783473028	1.38619429947961	0.194666515329025	9.29396731045329e-14	1.53616002545635e-11
"ENSG00000170561"	"IRX2"	478.542872912203	1.91449382167345	0.272881137563829	1.01621460037603e-13	1.66643191082136e-11
"ENSG00000115457"	"IGFBP2"	1974.25059797575	-1.90620062817525	0.2728048142755	1.26749603421604e-13	2.06225565692057e-11
"ENSG00000153132"	"CLGN"	300.023336700132	3.16343905328687	0.467446638103738	1.29266347248116e-13	2.08689995952656e-11
"ENSG00000269821"	"KCNQ1OT1"	241.686917293448	-1.65664533224819	0.235748435083535	1.56748720961558e-13	2.51111450980416e-11
"ENSG00000115318"	"LOXL3"	4821.81772969912	1.03803312369733	0.149121570882783	1.8420147312931e-13	2.92838158732138e-11
"ENSG00000186297"	"GABRA5"	151.595876341845	5.89853176600873	0.875008506061441	1.86114492369632e-13	2.93637910461361e-11
"ENSG00000287673"	"ENSG00000287673"	186.680685441174	3.65419262872541	0.540445873848579	2.07202477053023e-13	3.2445103662453e-11
"ENSG00000130751"	"NPAS1"	341.509305066308	2.12342881821431	0.310840090456567	2.25357818868869e-13	3.50246413116647e-11
"ENSG00000150051"	"MKX"	1724.86983384776	-1.83743732256496	0.265989067053705	2.5878105219346e-13	3.99212903183778e-11
"ENSG00000073756"	"PTGS2"	1078.94857747294	3.47966555159065	0.520121477929835	2.81568778818185e-13	4.31172896152023e-11
"ENSG00000172731"	"LRRC20"	353.234803118103	-1.35362921361462	0.194518452245752	2.86263042605215e-13	4.35161614985124e-11
"ENSG00000164929"	"BAALC"	577.826106175156	2.68994525423406	0.404616408204548	3.0504205727756e-13	4.60348252526265e-11
"ENSG00000182195"	"LDOC1"	637.595193588576	1.54186998292687	0.222190509331916	3.28673260716266e-13	4.92442397674601e-11
"ENSG00000096696"	"DSP"	4099.14335573279	2.17381482090581	0.321986075784458	3.48663159531048e-13	5.18661354313829e-11
"ENSG00000169826"	"CSGALNACT2"	3284.4903584093	1.50605209121701	0.217412711960825	3.65230828569533e-13	5.39453704665894e-11
"ENSG00000274276"	"ENSG00000274276"	78.5740002196914	3.99180530898506	0.5966922664194	4.61378750897777e-13	6.76667173675852e-11
"ENSG00000165655"	"ZNF503"	729.556304485923	1.68339122932353	0.245314408575596	4.76649571900842e-13	6.9417510380468e-11
"ENSG00000154928"	"EPHB1"	608.375069742242	2.39371366675339	0.360582128062551	4.80442867708411e-13	6.9484049742329e-11
"ENSG00000105514"	"RAB3D"	166.740799963155	-1.51910950369316	0.220874526344501	5.11159048423894e-13	7.34165402929381e-11
"ENSG00000158270"	"COLEC12"	839.549550254165	-3.46875809905135	0.525759094679965	5.1761801062417e-13	7.34563296025195e-11
"ENSG00000204767"	"INSYN2B"	844.89180899455	-2.27624603489424	0.341747914219574	5.18490370285718e-13	7.34563296025195e-11
"ENSG00000171587"	"DSCAM"	88.033091376425	5.02164572049303	0.750596776047358	5.50444915081274e-13	7.74565256856934e-11
"ENSG00000129467"	"ADCY4"	855.727602459347	2.0977557817507	0.313207605660773	6.00357499701803e-13	8.39130556294614e-11
"ENSG00000187957"	"DNER"	180.80072141808	4.01475890376881	0.604653173588306	6.54389609642436e-13	9.08554534027559e-11
"ENSG00000164220"	"F2RL2"	1557.79628628436	2.32258546138884	0.352813127525198	7.98158964509461e-13	1.10082507250821e-10
"ENSG00000232679"	"LINC01705"	1091.10528916822	5.77016342427046	0.882866006658714	8.28082302053618e-13	1.13458171201109e-10
"ENSG00000128567"	"PODXL"	6956.55227349489	2.5035707149505	0.383701901383935	8.66770450371807e-13	1.17982754244727e-10
"ENSG00000087253"	"LPCAT2"	2330.99336503438	1.88347372272249	0.281054710233099	9.66863700345958e-13	1.307526196325e-10
"ENSG00000077420"	"APBB1IP"	898.284823190717	2.37909527600658	0.364034704932457	9.88405020075487e-13	1.32803373858659e-10
"ENSG00000187800"	"PEAR1"	376.220087852375	-2.93332589420161	0.454535290464238	1.01474734460373e-12	1.35468770504598e-10
"ENSG00000172379"	"ARNT2"	1695.76696426462	-1.41140017670018	0.208350809910418	1.05221591238805e-12	1.39576105677665e-10
"ENSG00000147224"	"PRPS1"	12767.3594157064	1.56579165272591	0.231599396284783	1.10134270098677e-12	1.45168120827534e-10
"ENSG00000163017"	"ACTG2"	1271.36713361316	-3.5034600254539	0.541126480447488	1.20327365247557e-12	1.57606145197838e-10
"ENSG00000124766"	"SOX4"	1083.0642876299	1.38859663096095	0.205834964281479	1.26144387263751e-12	1.63213708725287e-10
"ENSG00000149596"	"JPH2"	690.759752292954	-1.43910647418297	0.213261374227356	1.26175968043653e-12	1.63213708725287e-10
"ENSG00000156804"	"FBXO32"	1076.40346622813	3.46636022381582	0.536978299454355	1.31719674174005e-12	1.6933295891036e-10
"ENSG00000114857"	"NKTR"	3000.4134531093	-1.03134063172415	0.154560728130928	1.34680478620278e-12	1.72077033604043e-10
"ENSG00000001617"	"SEMA3F"	584.141857890785	2.16039244598093	0.330756737362297	1.58877037365905e-12	2.0175446220624e-10
"ENSG00000145681"	"HAPLN1"	253.142457490962	7.69804006381907	1.28003270852496	1.60796417658692e-12	2.02954314797571e-10
"ENSG00000161281"	"COX7A1"	2063.70844142424	1.94968837468241	0.297359541622779	2.19567995077972e-12	2.75465244909268e-10
"ENSG00000136158"	"SPRY2"	3465.96502467068	1.4775265135164	0.221734421107926	2.22165562696906e-12	2.7705509034286e-10
"ENSG00000126822"	"PLEKHG3"	348.585464316293	-1.80972464561206	0.274924933512856	2.51250813149424e-12	3.11461275872019e-10
"ENSG00000106003"	"LFNG"	688.832346816302	1.85751375475294	0.283049384933766	2.59719623313505e-12	3.20054489652489e-10
"ENSG00000088832"	"FKBP1A"	14338.3968145212	1.24124081014462	0.188314526640553	3.10808238309451e-12	3.80758374766625e-10
"ENSG00000183715"	"OPCML"	296.819012111455	3.45657179365883	0.547086645668275	3.15889101405759e-12	3.84719674027856e-10
"ENSG00000114948"	"ADAM23"	463.253355824313	1.5419191538365	0.233525054413936	3.23148336579171e-12	3.91272514976617e-10
"ENSG00000291115"	"ENSG00000291115"	31.2349862451235	-2.38728172167962	0.376199060163926	3.40165866838817e-12	4.09496782819954e-10
"ENSG00000032742"	"IFT88"	585.139113230235	-1.2647142122769	0.192244952208091	3.48050657721267e-12	4.16580632051903e-10
"ENSG00000246273"	"SBF2-AS1"	172.574423137911	-1.42056049157493	0.215596273619076	3.64419498831389e-12	4.33680027580715e-10
"ENSG00000182247"	"UBE2E2"	928.374490811736	0.930943716045457	0.14294074424026	3.75143714937563e-12	4.43905852686914e-10
"ENSG00000135324"	"MRAP2"	91.555152687938	3.48402631441448	0.554259120919916	3.96904579398988e-12	4.67001964438606e-10
"ENSG00000137507"	"LRRC32"	1303.90295275812	2.22216574771707	0.34904361280916	4.1120283460401e-12	4.81107316486691e-10
"ENSG00000124343"	"XG"	274.505296898377	3.90860529134223	0.619320045920359	4.94049173245087e-12	5.74808272737552e-10
"ENSG00000050628"	"PTGER3"	471.77966497123	5.1578871630248	0.815411442428402	5.26086617434766e-12	6.08682216372024e-10
"ENSG00000182013"	"PNMA8A"	528.823018278727	-2.5720765462382	0.413703658871509	5.92224134333128e-12	6.81417669702858e-10
"ENSG00000162631"	"NTNG1"	1166.52999290875	1.57421397380703	0.242303474427735	6.31573406445213e-12	7.22700426518023e-10
"ENSG00000120675"	"DNAJC15"	1858.05371146061	1.19005299146719	0.183934195095431	6.44048223686306e-12	7.32947994890219e-10
"ENSG00000132854"	"KANK4"	389.567170381077	3.3535836912367	0.542067954996719	6.68191321991303e-12	7.56290895206026e-10
"ENSG00000140948"	"ZCCHC14"	2869.16114177565	1.13464150115567	0.176159167733444	7.19017760735509e-12	8.0506795081063e-10
"ENSG00000233251"	"ENSG00000233251"	130.515433219638	4.283010843285	0.68094413884045	7.17628638988413e-12	8.0506795081063e-10
"ENSG00000072840"	"EVC"	4188.88208683122	1.43077338733589	0.221639575141538	8.73461558945466e-12	9.72765263454453e-10
"ENSG00000023330"	"ALAS1"	4096.70189368881	1.24795004372953	0.194189752410584	9.22970381731912e-12	1.0224351686143e-09
"ENSG00000113805"	"CNTN3"	1048.65305697199	1.71708564202991	0.268128097010892	9.5844254041021e-12	1.05611239929011e-09
"ENSG00000144191"	"CNGA3"	86.8656430875352	5.19187990594321	0.839188176284787	1.20368614717422e-11	1.31936672110791e-09
"ENSG00000147573"	"TRIM55"	312.02716374901	2.62404561879004	0.430728048650263	1.23359361383376e-11	1.34506914145036e-09
"ENSG00000102032"	"RENBP"	236.96243205335	3.69632836171452	0.604241728946031	1.36444962663555e-11	1.48000145439125e-09
"ENSG00000133110"	"POSTN"	56366.7763131797	1.8736020372937	0.298216262929798	1.53988073633549e-11	1.66163503704264e-09
"ENSG00000286511"	"ENSG00000286511"	129.035724092063	2.6715744316935	0.441944159603271	1.58153360843435e-11	1.69778448088937e-09
"ENSG00000139364"	"TMEM132B"	421.087487677606	2.19646352648053	0.357436200119197	1.78645156370107e-11	1.90793027003275e-09
"ENSG00000182263"	"FIGN"	156.041650702832	-1.54943401056024	0.245342800843386	2.0624956629322e-11	2.19150687123602e-09
"ENSG00000136732"	"GYPC"	1401.81109446676	-1.42858061603721	0.226038384393842	2.07403243157909e-11	2.19257865076478e-09
"ENSG00000159674"	"SPON2"	10999.2776627493	2.3915084001563	0.394717991401119	2.09598304922424e-11	2.20459307995677e-09
"ENSG00000119979"	"DENND10"	1816.2121329612	1.48577339375922	0.23528846406272	2.1370580318109e-11	2.23650103369315e-09
"ENSG00000197903"	"H2BC12"	1853.19400890774	2.69468768034004	0.449827085037235	2.17469376337667e-11	2.26450861580413e-09
"ENSG00000142178"	"SIK1"	85.673932905672	7.15811460700562	1.25897703282513	2.47663326372605e-11	2.56608777862481e-09
"ENSG00000250038"	"ENSG00000250038"	96.0582573924535	7.25996105978021	1.28384285216276	2.50931272685587e-11	2.58707657670794e-09
"ENSG00000119541"	"VPS4B"	2300.38786335077	1.03530573585817	0.166383008943815	2.59812738961332e-11	2.66544832591562e-09
"ENSG00000185008"	"ROBO2"	224.033673180049	-2.43118796559689	0.404794561922587	2.72180877912286e-11	2.7786465506869e-09
"ENSG00000181404"	"WASHC1"	165.48053523493	2.04415926999822	0.334206538728888	2.99207215543675e-11	3.03965340044516e-09
"ENSG00000196781"	"TLE1"	990.601293053308	1.13049940050307	0.182284113883244	3.30412404485943e-11	3.34037317273021e-09
"ENSG00000082482"	"KCNK2"	2692.47036675928	1.70219352086047	0.274397279783951	3.49187901762307e-11	3.51313393338251e-09
"ENSG00000128709"	"HOXD9"	114.181107658894	-1.53559688391543	0.246458495813273	3.54123718035865e-11	3.5456637268341e-09
"ENSG00000291233"	"ENSG00000291233"	89.7963934208798	4.7386665871875	0.785668356859064	3.61459992438013e-11	3.60180181938471e-09
"ENSG00000162413"	"KLHL21"	9545.53785575127	2.12107585848014	0.350316987178187	3.69118113446184e-11	3.66059706220488e-09
"ENSG00000065154"	"OAT"	8125.13242691722	0.957736616981786	0.155727932906471	3.93503274824682e-11	3.88393327085253e-09
"ENSG00000115226"	"FNDC4"	827.271690561284	2.01706971022726	0.332164615294544	4.17317196374755e-11	4.09955091117955e-09
"ENSG00000109762"	"SNX25"	1646.38695613786	0.885890305908372	0.144203897185516	4.22259255154291e-11	4.12862499898745e-09
"ENSG00000125430"	"HS3ST3B1"	1491.36810663178	1.45706024770368	0.23501922874077	4.40772656726687e-11	4.28950063036915e-09
