"gene_id"	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSG00000198719"	"DLL1"	923.133244520327	5.37381067485047	0.409678822233806	1.01830848665575e-40	3.41356098011133e-38
"ENSG00000272841"	"MAP3K4-AS1"	625.583130921598	3.265698189749	0.251036220352752	2.44112444323702e-40	8.05721289310876e-38
"ENSG00000144485"	"HES6"	875.773524715422	4.90157745716209	0.376554227798417	2.79907054791249e-40	9.09867568710827e-38
"ENSG00000124343"	"XG"	413.922058441343	4.53762168839822	0.35074576397395	6.57126100949845e-40	2.10417662235492e-37
"ENSG00000164764"	"SBSPON"	300.040332462138	-5.7365873680776	0.442124179583592	8.17358098990448e-40	2.57876480231486e-37
"ENSG00000072041"	"SLC6A15"	371.417978982523	5.06321136268708	0.393158741939952	1.87868844774994e-39	5.84135970406193e-37
"ENSG00000182013"	"PNMA8A"	819.255960537877	-3.01071473702618	0.235218101391564	3.78722462091007e-39	1.16073024310007e-36
"ENSG00000175084"	"DES"	302.897253118391	-3.09238212214872	0.242802595586366	8.47706194666732e-39	2.56150545075776e-36
"ENSG00000169252"	"ADRB2"	679.382782656241	3.32680482235439	0.262501830944547	1.8367837170911e-38	5.47310525923229e-36
"ENSG00000167244"	"IGF2"	963.065648673953	-4.87394778073636	0.384193182123678	1.97161275002912e-38	5.79438081357875e-36
"ENSG00000013297"	"CLDN11"	3755.25930144426	-2.1504394550013	0.16937251643371	2.56873142634752e-38	7.40887130711549e-36
"ENSG00000196747"	"H2AC13"	788.817908259202	6.23477347223215	0.490012203106956	2.59003145349894e-38	7.40887130711549e-36
"ENSG00000124635"	"H2BC11"	806.407883246765	3.40861335078149	0.2695918195736	2.65509406005233e-38	7.49505104794247e-36
"ENSG00000139438"	"FAM222A"	994.597796310486	3.58116632144126	0.284644688560885	5.71966013980718e-38	1.59363102129121e-35
"ENSG00000128567"	"PODXL"	8598.30785012587	2.71481847624483	0.216205084806203	8.8554634280591e-38	2.4357065690459e-35
"ENSG00000125740"	"FOSB"	794.935346261076	4.44517289561752	0.355058474959071	1.32545294308093e-37	3.59952752415928e-35
"ENSG00000188613"	"NANOS1"	672.8971523671	5.46944143710859	0.436748856268104	2.27010235795018e-37	6.08784699843291e-35
"ENSG00000158373"	"H2BC5"	880.057837900325	3.74017672948855	0.300572719377199	3.17518790706519e-37	8.40993597014526e-35
"ENSG00000122254"	"HS3ST2"	1459.86475346413	8.49246180089141	0.682376259451382	3.79637615352258e-37	9.9326163411797e-35
"ENSG00000159388"	"BTG2"	5297.15848710797	4.01496283817242	0.323448873323007	4.62109533612115e-37	1.19446963061618e-34
"ENSG00000136720"	"HS6ST1"	6670.5837397563	2.49562657754134	0.201201322280644	6.77224902639816e-37	1.72966465014698e-34
"ENSG00000115828"	"QPCT"	1444.86608483932	2.36794094890166	0.190926674319637	7.74005885929196e-37	1.95359085608529e-34
"ENSG00000170525"	"PFKFB3"	15741.7163851722	2.68733546746453	0.219679692623529	5.06178470293322e-36	1.26273870949685e-33
"ENSG00000198948"	"MFAP3L"	917.386210084791	4.40372809763008	0.363601771273976	2.04907827990608e-35	5.05297993300058e-33
"ENSG00000163132"	"MSX1"	1505.30744195621	3.68649908003178	0.306731333807537	5.93382025008624e-35	1.4466384050608e-32
"ENSG00000247627"	"MTND4P12"	326.459662729863	5.30398946849709	0.441316349975324	1.02580226974947e-34	2.47275976350619e-32
"ENSG00000172201"	"ID4"	1406.27317990903	2.68547544238761	0.22448146726243	1.35503223355844e-34	3.23009572652919e-32
"ENSG00000128683"	"GAD1"	467.308280919145	6.1682701820132	0.514331539140112	2.19617849598097e-34	5.17767180799732e-32
"ENSG00000113070"	"HBEGF"	2456.26112546644	2.70513213829489	0.227682849550834	3.59353256134498e-34	8.37996169251034e-32
"ENSG00000152503"	"TRIM36"	564.143598885941	3.67617115708314	0.3103421270522	4.74331985790894e-34	1.09422778743633e-31
"ENSG00000176058"	"TPRN"	1875.20602719049	2.24507120125043	0.190323226498214	1.46267385437246e-33	3.33831966720285e-31
"ENSG00000108798"	"ABI3"	86.4864477102457	-6.46385244156539	0.548433630054884	2.7757592074183e-33	6.26854084588971e-31
"ENSG00000117600"	"PLPPR4"	920.772289472153	-2.90212684351483	0.248115452347109	3.05530092305675e-33	6.8279610420062e-31
"ENSG00000090776"	"EFNB1"	2613.46329183171	2.72114282796174	0.232773009070908	3.44625922853883e-33	7.62227273083216e-31
"ENSG00000130720"	"FIBCD1"	1734.10452442721	2.79153335450486	0.238874055939385	3.53502037565626e-33	7.7388088917683e-31
"ENSG00000167703"	"SLC43A2"	3562.73058102702	2.81038157498826	0.245161879731685	4.72015080965322e-32	1.02289005525556e-29
"ENSG00000251493"	"FOXD1"	1661.43038529588	2.47413742250431	0.21576268224175	5.33350943904127e-32	1.14425111505191e-29
"ENSG00000204103"	"MAFB"	402.517533709808	5.95366693084465	0.517123434076745	5.80923170240617e-32	1.23397284102398e-29
"ENSG00000164122"	"ASB5"	1184.52555147046	2.92067388062561	0.257010934911925	1.44606277088254e-31	3.04155202808962e-29
"ENSG00000101282"	"RSPO4"	340.910694077655	5.61364256778811	0.491701108599896	1.47946381120513e-31	3.08159384520338e-29
"ENSG00000170561"	"IRX2"	1182.12090512844	3.11716841319121	0.274727315249373	1.72089050057112e-31	3.54999853838969e-29
"ENSG00000068078"	"FGFR3"	874.877899150726	4.02717978250345	0.355745521547461	2.13701714802054e-31	4.36643484701263e-29
"ENSG00000165879"	"FRAT1"	349.688162117127	3.73199782093765	0.330860559603984	3.40979326316767e-31	6.90129289320748e-29
"ENSG00000227036"	"LINC00511"	865.389846796804	2.53951972038207	0.224915090123454	3.81730053035382e-31	7.65386594188887e-29
"ENSG00000126822"	"PLEKHG3"	462.312256594472	-2.62331821665222	0.232498806990482	3.97511061924694e-31	7.89648363197442e-29
"ENSG00000123496"	"IL13RA2"	1863.20326746132	2.12244249740449	0.18744543639538	4.41936564942251e-31	8.69844684795509e-29
"ENSG00000125637"	"PSD4"	855.409516022089	2.3843173501079	0.211672390978528	5.92133476984928e-31	1.15487560138497e-28
"ENSG00000151136"	"ABTB3"	843.275726667246	8.43308950261553	0.751680990520647	8.40668402252511e-31	1.62483782900229e-28
"ENSG00000160606"	"TLCD1"	717.153283254853	3.22307387283641	0.288363602747186	1.15642980944354e-30	2.21518260105373e-28
"ENSG00000187653"	"TMSB4XP8"	1846.26306665089	-3.85330311700582	0.34499252044591	1.17912160883671e-30	2.23866150406927e-28
"ENSG00000203814"	"H2BC18"	392.121464485576	5.79355792463941	0.515489264558779	1.23309203812612e-30	2.32059268297875e-28
"ENSG00000180574"	"EIF2S3B"	86.1878920002283	-3.87622828389932	0.348450564044681	1.95368583855382e-30	3.64472834611597e-28
"ENSG00000102996"	"MMP15"	1177.95158729878	2.88254994300572	0.259015801087929	2.08620509238647e-30	3.85840034931547e-28
"ENSG00000134508"	"CABLES1"	2379.48616562426	3.5198345254396	0.317783347757207	3.44149930457859e-30	6.31059197268625e-28
"ENSG00000143867"	"OSR1"	966.889274603426	3.1742494820473	0.287143283961616	4.58229823528712e-30	8.33123952032626e-28
"ENSG00000153132"	"CLGN"	435.490790424208	3.61771430598506	0.328860928882103	7.86529789417479e-30	1.41800084892123e-27
"ENSG00000197903"	"H2BC12"	2321.90791706449	2.95528714897553	0.269740992947928	1.40708223377877e-29	2.51562852029081e-27
"ENSG00000114859"	"CLCN2"	940.244368212549	2.81677045975387	0.257562362399173	1.79865923673215e-29	3.1891268813927e-27
"ENSG00000178031"	"ADAMTSL1"	4506.91355670301	2.50067439042277	0.22906039328897	2.57876625789886e-29	4.53482387680017e-27
"ENSG00000074410"	"CA12"	1456.46967029836	2.59912855463072	0.240511017618245	8.09240036010142e-29	1.41149884004566e-26
"ENSG00000290032"	"ENSG00000290032"	757.941666704603	3.02192265006929	0.280023220571407	8.41898792527016e-29	1.45662070119957e-26
"ENSG00000258289"	"CHURC1"	3363.81259973752	1.93049160749064	0.178806751454545	2.27628531079709e-28	3.90683400462727e-26
"ENSG00000139971"	"ARMH4"	1944.55635203312	3.33749089838026	0.313090278148992	3.35151177502942e-28	5.70661377948263e-26
"ENSG00000119630"	"PGF"	1752.60800421316	3.07327933254498	0.288505098581682	3.75860323973037e-28	6.29977139884182e-26
"ENSG00000173535"	"TNFRSF10C"	347.53575930728	4.25115004364358	0.39924663752636	3.74149440009854e-28	6.29977139884182e-26
"ENSG00000179859"	"RNF227"	1299.58789440263	2.74129463236925	0.257427425467633	4.18916644366062e-28	6.96700595986783e-26
"ENSG00000204792"	"LINC01291"	255.108397893766	3.6220133456213	0.340859143621341	4.63955967778562e-28	7.6567010251702e-26
"ENSG00000124766"	"SOX4"	3378.91446188061	2.93436403324809	0.276508429698116	5.90858736347496e-28	9.67655215999938e-26
"ENSG00000105989"	"WNT2"	1005.44003199573	-3.80170524604844	0.360013372569679	9.26912415291732e-28	1.50651355739915e-25
"ENSG00000197019"	"SERTAD1"	5408.94611328941	2.4108647506164	0.228590375814916	1.53998195952852e-27	2.48411826764849e-25
"ENSG00000293510"	"AFG3L1P"	356.980116718056	-2.57705129930528	0.245099071681326	1.89959490262671e-27	3.04133649559354e-25
"ENSG00000156804"	"FBXO32"	1814.44776185242	4.16783353484265	0.399589930926419	3.71375329983909e-27	5.90184172553688e-25
"ENSG00000126803"	"HSPA2"	23329.7733499901	2.39519376658533	0.228896554746363	3.75562325764066e-27	5.92449568892815e-25
"ENSG00000183496"	"MEX3B"	883.345978627589	2.84693725331853	0.273104451572416	4.40572182548345e-27	6.89929606160014e-25
"ENSG00000138650"	"PCDH10"	4365.70242704804	2.89433100842502	0.278169687426458	5.34543745546032e-27	8.31021849053955e-25
"ENSG00000173846"	"PLK3"	6141.31267152958	2.94389221745157	0.283348984709676	6.21259585045741e-27	9.58885117810888e-25
"ENSG00000240476"	"LINC00973"	308.210748878691	4.28438156444214	0.413156294237066	7.152302782868e-27	1.0960393135975e-24
"ENSG00000153885"	"KCTD15"	1189.66528665259	-1.80690549766085	0.17272077867232	1.06138237919034e-26	1.61495727398224e-24
"ENSG00000127824"	"TUBA4A"	5360.6989862814	3.24583298118981	0.314272058690908	1.12914920232604e-26	1.70596950610584e-24
"ENSG00000121898"	"CPXM2"	3683.93175564201	2.22482999045305	0.214561693779925	1.26819478906824e-26	1.9026469234035e-24
"ENSG00000077420"	"APBB1IP"	1049.97721345881	2.47522202276741	0.239796063955331	1.5418353613084e-26	2.29712054454934e-24
"ENSG00000167972"	"ABCA3"	604.425025670192	2.70414834467158	0.262854624430771	1.92154972239119e-26	2.8430984651159e-24
"ENSG00000189120"	"SP6"	299.975389213819	2.98780838348724	0.291084562814096	2.26891424154902e-26	3.33406069439676e-24
"ENSG00000100292"	"HMOX1"	18299.3896578543	3.40175725600927	0.331632062480392	2.2956562309222e-26	3.3504087604221e-24
"ENSG00000224699"	"LAMTOR5-AS1"	145.825809891388	-3.32328141528926	0.324113674683037	2.42224150646002e-26	3.51126819456711e-24
"ENSG00000141582"	"CBX4"	2914.48072757561	2.83234041545141	0.277046087419436	3.58084695217834e-26	5.1559389605392e-24
"ENSG00000130821"	"SLC6A8"	4266.31682928716	2.58887279526399	0.253849894510899	5.11558966697269e-26	7.31665738101547e-24
"ENSG00000293315"	"ENSG00000293315"	275.285462167489	3.07737612530811	0.302764613366634	6.26993054443555e-26	8.90828409935895e-24
"ENSG00000001561"	"ENPP4"	178.276985581874	-3.86003750060522	0.380204390978878	6.4821686027249e-26	9.14923981597763e-24
"ENSG00000287673"	"ENSG00000287673"	214.717427333882	3.79537769929945	0.376100704177766	1.21174848011212e-25	1.69914064655721e-23
"ENSG00000171680"	"PLEKHG5"	1110.92967582509	2.44445336240305	0.241545608924222	1.27579637834251e-25	1.77733347408832e-23
"ENSG00000163347"	"CLDN1"	451.039642314425	3.2729078261899	0.324492412525809	1.35187559685701e-25	1.87117026161099e-23
"ENSG00000114948"	"ADAM23"	702.115899951131	1.96633681990027	0.193317792709853	1.56942514188151e-25	2.15836198679012e-23
"ENSG00000240764"	"PCDHGC5"	417.950402656681	3.29301410769507	0.328891223119956	2.84466016521979e-25	3.88721905634556e-23
"ENSG00000149809"	"TM7SF2"	954.384185631543	3.01942437544248	0.301721617220308	3.11774743224192e-25	4.23342743109608e-23
"ENSG00000261115"	"TMEM178B"	766.895141296072	5.06183913087258	0.505539511194208	3.92849439126597e-25	5.30074960190064e-23
"ENSG00000153162"	"BMP6"	282.058551874694	4.24286640758601	0.426576160214378	5.41091634953792e-25	7.25536246018666e-23
"ENSG00000196544"	"BORCS6"	1044.03144616484	3.10408927554571	0.311999590093615	5.52922110995326e-25	7.36794470142468e-23
"ENSG00000176887"	"SOX11"	1323.35847322716	2.86795055276511	0.288723958794317	6.76988108066686e-25	8.96549559905103e-23
"ENSG00000166923"	"GREM1"	137360.911471277	2.28112315487737	0.22899761254775	7.69386340813741e-25	1.01266346968209e-22
"ENSG00000277586"	"NEFL"	339.467985887903	5.67410818099729	0.568863506719383	8.2073722169825e-25	1.07366441184843e-22
"ENSG00000131019"	"ULBP3"	860.497113691384	2.05646924522222	0.206003822341215	8.98468400812923e-25	1.16822673157821e-22
"ENSG00000188763"	"FZD9"	235.030613154954	4.3612172709266	0.440816430711856	9.44043670656118e-25	1.22009113917207e-22
"ENSG00000064195"	"DLX3"	763.085315165675	8.5429750369733	0.866093796151552	1.24181200546645e-24	1.59531944702258e-22
"ENSG00000001084"	"GCLC"	3455.12422295969	2.25147202866161	0.227602594227398	1.6060256106571e-24	2.05093294351413e-22
"ENSG00000118526"	"TCF21"	158.547401282573	-3.3226800495268	0.338422832905815	1.97383597709489e-24	2.50572053565644e-22
"ENSG00000167772"	"ANGPTL4"	1153.07504645299	2.92612933463832	0.297865460927013	1.98911787319875e-24	2.51026675597682e-22
"ENSG00000116741"	"RGS2"	1123.07618877559	2.20568486223531	0.223381160954792	2.06011207500784e-24	2.58465757059756e-22
"ENSG00000181218"	"H2AC25"	854.098178372345	3.42245391339262	0.350246860974667	3.08432329247575e-24	3.84715534399853e-22
"ENSG00000198576"	"ARC"	338.834959839996	4.59753372401382	0.470052124783406	3.12755391849549e-24	3.8785284258614e-22
"ENSG00000257219"	"LNCOG"	813.268915992047	2.73142875168519	0.279589369332104	3.59658561295629e-24	4.43454872071059e-22
"ENSG00000242125"	"SNHG3"	1742.93157574828	-2.48058087965269	0.253571194052524	3.67131986168349e-24	4.50082836071757e-22
"ENSG00000157404"	"KIT"	683.641490250521	-3.07647459573003	0.315412733831587	3.85658216092031e-24	4.70108600456729e-22
"ENSG00000116106"	"EPHA4"	4809.63612180633	3.25424620486405	0.334110333485189	4.30122622644378e-24	5.21347499786016e-22
"ENSG00000178607"	"ERN1"	5016.99340965733	2.87050949846986	0.294573276938286	4.39425107863889e-24	5.29630688995049e-22
"ENSG00000245848"	"CEBPA"	374.863553903692	7.0471399744946	0.718165098047722	5.22700346848248e-24	6.26481186663817e-22
"ENSG00000169116"	"PARM1"	186.790043843518	3.79964853001502	0.391994906369552	6.42029887987519e-24	7.65228289826902e-22
"ENSG00000125430"	"HS3ST3B1"	3273.96398801264	2.46714875582261	0.255121794828064	1.11787813542351e-23	1.32502527720309e-21
"ENSG00000173376"	"NDNF"	524.244376250138	2.87470447326735	0.298100043020301	1.18107260064873e-23	1.39223799858889e-21
"ENSG00000141469"	"SLC14A1"	166.768110516438	-3.0905328323262	0.320979421019225	1.3093863652091e-23	1.53505874749705e-21
"ENSG00000070193"	"FGF10"	46.5508475112866	-9.25947278562247	0.972627856360321	1.35591350693489e-23	1.5809656727055e-21
"ENSG00000119547"	"ONECUT2"	468.727752683639	5.14707293660708	0.533356591988064	1.48806206848481e-23	1.72566938471747e-21
"ENSG00000138623"	"SEMA7A"	15016.4135887583	2.01578659699236	0.207758538393305	1.57307852488035e-23	1.81445304692382e-21
"ENSG00000197632"	"SERPINB2"	3677.5130416794	3.26110216862774	0.341110893274181	2.46889238908424e-23	2.83249290456755e-21
"ENSG00000116717"	"GADD45A"	13551.4218601969	3.27900853395097	0.343748381560132	3.02185874365603e-23	3.44845518544662e-21
"ENSG00000120158"	"RCL1"	1776.00412282928	1.76316763712615	0.182241132046752	3.39239586986391e-23	3.85081804190796e-21
"ENSG00000116396"	"KCNC4"	2145.64384854507	2.1571352317596	0.225592496748828	4.77416571706162e-23	5.3907869102021e-21
"ENSG00000116514"	"RNF19B"	2594.38405527141	2.5703080384963	0.270980351408926	6.2002872212649e-23	6.96444827460822e-21
"ENSG00000085741"	"WNT11"	516.296018106852	3.88734450390416	0.411152401301341	6.39516072570305e-23	7.14592594839756e-21
"ENSG00000196890"	"H2BC26"	181.686293191629	3.85547802462014	0.407850748240657	6.49426227322212e-23	7.21906232174649e-21
"ENSG00000170571"	"EMB"	444.552619161928	3.30194072244061	0.349848626441788	7.89663864231152e-23	8.73270543464698e-21
"ENSG00000120129"	"DUSP1"	13269.2994376028	2.70242788915857	0.286458785330016	9.41314593971147e-23	1.03563914354138e-20
"ENSG00000164220"	"F2RL2"	2116.13340534425	2.63158468200028	0.279133994748974	1.0349892953852e-22	1.13289083383644e-20
"ENSG00000165194"	"PCDH19"	308.36338512518	5.52608334128326	0.584061009587047	1.13432435223785e-22	1.23531952552847e-20
"ENSG00000165655"	"ZNF503"	1154.85161013552	2.17428446615189	0.229845364648047	1.24130514719924e-22	1.34499801151579e-20
"ENSG00000110876"	"SELPLG"	790.760257795875	2.66914899868601	0.284188249058765	1.42190809343746e-22	1.53203200378507e-20
"ENSG00000172159"	"FRMD3"	308.325877003611	4.93009742628291	0.524404867383103	1.43534274615829e-22	1.53203200378507e-20
"ENSG00000227001"	"NBPF2P"	41.677292668071	-9.09785792035639	0.978753291854616	1.43100277707279e-22	1.53203200378507e-20
"ENSG00000163376"	"KBTBD8"	1043.32918431111	3.47207422615494	0.370531972006371	1.46635087368178e-22	1.5573807744539e-20
"ENSG00000137672"	"TRPC6"	588.348171489361	-2.33183739074479	0.248498067244181	2.0427445338864e-22	2.15886902610832e-20
"ENSG00000221866"	"PLXNA4"	297.142074389166	3.69690000974858	0.39692483066292	2.44323713147791e-22	2.5694710499376e-20
"ENSG00000187957"	"DNER"	208.505819567887	4.17468935680138	0.450707662037502	4.01319929417669e-22	4.19995988572033e-20
"ENSG00000175556"	"LONRF3"	231.447613797052	4.6572896489272	0.503082530831291	4.85964409866679e-22	5.06110701421346e-20
"ENSG00000130066"	"SAT1"	6095.29417462664	3.06365514156982	0.331766266640189	5.58005245153747e-22	5.7833065360041e-20
"ENSG00000170684"	"ZNF296"	613.860030180711	3.72417740563466	0.405147318784892	7.58990646140303e-22	7.8285506357183e-20
"ENSG00000147883"	"CDKN2B"	2186.42157640374	2.03089686904948	0.218507823808646	7.68588186264878e-22	7.88961289384052e-20
"ENSG00000116675"	"DNAJC6"	2991.08651054927	2.51247415521782	0.272549290380203	8.05987481867903e-22	8.23412163618762e-20
"ENSG00000059728"	"MXD1"	2493.20212902321	3.02529449877948	0.329389893532397	8.92888700417952e-22	9.03586517866356e-20
"ENSG00000198513"	"ATL1"	2022.72540212187	1.95759159347259	0.210638033750666	8.92489614573569e-22	9.03586517866356e-20
"ENSG00000013588"	"GPRC5A"	5213.1850566183	-1.81578998512262	0.195289803013338	1.13404447714448e-21	1.14224367195576e-19
"ENSG00000186297"	"GABRA5"	266.786789228863	6.85362051612065	0.740952194104525	1.16656003744439e-21	1.16950369361364e-19
"ENSG00000122824"	"NUDT10"	168.068151357751	5.18435351227044	0.564599027654766	1.28035978722503e-21	1.27170550347804e-19
